neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,reviews_per_month
Islington,Entire home/apt,340.47,11,6,304,0.4
Tower Hamlets,Private room,101.25,2,7,52,0.36
Islington,Private room,74.92,14,171,85,1.64
Hammersmith,Private room,182.34,2,146,294,1.44
Southwark,Entire home/apt,150.18,26,87,111,0.69
Hammersmith,Private room,36.93,15,237,333,2.0
Lambeth,Private room,47.4,5,286,292,0.28
Tower Hamlets,Entire home/apt,133.28,6,150,295,0.23
Islington,Shared room,58.53,15,103,157,1.07
Tower Hamlets,Entire home/apt,87.06,8,250,145,4.59
Hammersmith,Entire home/apt,130.8,21,47,300,0.5
Tower Hamlets,Entire home/apt,73.23,14,125,301,0.48
Kensington and Chelsea,Private room,93.6,14,178,189,3.11
Hammersmith,Entire home/apt,155.89,5,268,198,0.2
Hammersmith,Entire home/apt,170.07,12,191,215,0.28
Camden,Private room,126.97,11,241,41,1.71
Westminster,Entire home/apt,334.25,26,166,270,0.03
Islington,Shared room,38.3,10,5,30,0.18
Kensington and Chelsea,Entire home/apt,149.74,12,134,12,1.51
Camden,Private room,90.25,18,204,16,0.23
Tower Hamlets,Private room,72.27,2,290,233,0.59
Camden,Entire home/apt,117.91,23,88,340,2.36
Hammersmith,Private room,63.32,25,56,321,0.27
Camden,Entire home/apt,311.4,16,254,267,3.2
Hammersmith,Private room,95.38,29,52,42,1.5
Kensington and Chelsea,Private room,41.96,9,286,185,0.6
Hammersmith,Entire home/apt,107.07,18,8,28,5.73
Southwark,Private room,71.95,14,226,117,4.44
Tower Hamlets,Entire home/apt,65.58,1,214,168,9.9
Westminster,Entire home/apt,155.21,3,226,78,0.65
Islington,Entire home/apt,246.15,5,57,111,1.51
Wandsworth,Private room,53.12,25,212,310,0.67
Westminster,Entire home/apt,308.86,8,33,317,1.43
Hackney,Entire home/apt,92.16,24,122,246,0.8
Southwark,Entire home/apt,94.76,27,127,186,0.78
Kensington and Chelsea,Entire home/apt,375.16,11,108,308,0.45
Hammersmith,Entire home/apt,220.92,8,213,242,1.26
Islington,Private room,57.11,17,264,211,2.3
Hammersmith,Entire home/apt,236.9,27,24,353,2.86
Hackney,Private room,60.76,27,49,196,2.55
Hammersmith,Entire home/apt,143.59,2,152,255,2.35
Camden,Entire home/apt,289.29,3,68,125,0.95
Southwark,Entire home/apt,180.83,16,149,138,0.84
Camden,Private room,97.82,5,107,283,2.73
Hammersmith,Private room,81.92,25,293,168,1.92
Hackney,Entire home/apt,74.59,25,81,76,0.33
Camden,Entire home/apt,272.38,13,285,196,2.72
Islington,Entire home/apt,275.78,11,286,306,0.18
Westminster,Private room,106.39,29,199,125,0.17
Southwark,Entire home/apt,173.09,11,32,275,5.42
Kensington and Chelsea,Private room,44.56,1,195,306,2.31
Southwark,Entire home/apt,182.79,2,145,232,2.1
Hammersmith,Private room,48.09,1,60,362,2.87
Hammersmith,Entire home/apt,479.06,7,82,46,0.28
Westminster,Entire home/apt,293.54,3,91,99,0.15
Hackney,Entire home/apt,155.49,10,263,267,4.83
Hammersmith,Entire home/apt,289.88,27,49,295,3.13
Lambeth,Shared room,46.07,18,148,110,2.67
Lambeth,Entire home/apt,199.15,15,136,278,5.77
Islington,Shared room,73.69,6,68,132,0.86
Hackney,Entire home/apt,118.19,26,60,361,2.14
Westminster,Entire home/apt,202.91,5,169,317,0.56
Westminster,Private room,277.93,28,105,289,0.29
Wandsworth,Entire home/apt,280.53,9,253,3,0.16
Tower Hamlets,Private room,71.66,5,135,247,2.23
Westminster,Entire home/apt,235.07,21,125,344,1.04
Camden,Private room,70.17,26,59,124,1.19
Islington,Private room,117.53,22,167,180,0.4
Camden,Private room,63.43,24,208,110,0.8
Wandsworth,Entire home/apt,211.85,8,64,23,0.32
Hackney,Entire home/apt,61.02,10,171,229,2.75
Tower Hamlets,Entire home/apt,165.22,7,45,178,1.49
Kensington and Chelsea,Private room,189.52,28,77,239,3.51
Hammersmith,Private room,105.42,3,170,146,0.23
Southwark,Entire home/apt,67.82,22,165,16,0.09
Lambeth,Entire home/apt,75.34,1,298,111,1.21
Tower Hamlets,Private room,62.94,8,217,88,0.24
Southwark,Entire home/apt,175.39,14,77,327,2.85
Lambeth,Entire home/apt,325.54,16,37,227,4.36
Tower Hamlets,Private room,30.5,11,293,207,2.16
Southwark,Shared room,82.1,24,286,210,4.13
Kensington and Chelsea,Entire home/apt,170.72,9,270,353,3.94
Hackney,Private room,108.51,20,183,276,2.49
Westminster,Private room,122.1,25,292,175,0.28
Kensington and Chelsea,Private room,103.76,4,54,37,3.39
Hammersmith,Private room,117.91,24,262,184,10.84
Tower Hamlets,Entire home/apt,62.27,6,285,137,1.65
Islington,Private room,77.03,4,170,125,0.21
Hackney,Private room,45.27,4,96,237,1.56
Kensington and Chelsea,Entire home/apt,282.49,23,139,113,1.23
Hackney,Private room,82.24,25,232,146,0.98
Lambeth,Entire home/apt,113.83,29,183,60,8.6
Westminster,Shared room,46.56,14,186,38,1.55
Hackney,Private room,109.93,24,282,286,0.46
Camden,Entire home/apt,302.93,9,265,186,1.43
Islington,Private room,142.91,7,195,313,2.26
Islington,Entire home/apt,141.36,12,249,226,3.87
Wandsworth,Entire home/apt,146.58,12,251,321,3.57
Wandsworth,Entire home/apt,161.21,23,239,138,1.56
Westminster,Private room,103.24,22,267,326,2.4
Tower Hamlets,Entire home/apt,56.02,27,63,298,3.2
Wandsworth,Entire home/apt,167.83,2,87,250,0.14
Westminster,Shared room,40.83,9,98,150,0.03
Islington,Entire home/apt,189.07,3,49,313,0.09
Hackney,Private room,38.03,22,17,271,1.14
Kensington and Chelsea,Private room,155.02,12,136,72,2.12
Kensington and Chelsea,Entire home/apt,285.82,20,18,99,2.5
Hammersmith,Entire home/apt,339.8,19,221,125,0.26
Kensington and Chelsea,Entire home/apt,615.56,23,84,363,0.24
Wandsworth,Private room,84.9,6,115,101,1.36
Tower Hamlets,Shared room,43.71,27,227,87,1.77
Camden,Entire home/apt,141.16,15,17,70,3.15
Hackney,Entire home/apt,88.52,1,267,203,4.18
Hammersmith,Entire home/apt,228.3,4,233,309,0.38
Hackney,Shared room,54.42,3,222,123,1.04
Southwark,Private room,78.03,26,31,65,3.07
Tower Hamlets,Entire home/apt,329.14,6,48,274,1.76
Islington,Entire home/apt,288.17,7,10,200,2.07
Wandsworth,Private room,34.39,8,31,47,0.18
Islington,Private room,83.74,7,67,188,0.08
Westminster,Private room,104.97,2,133,121,0.61
Camden,Entire home/apt,202.66,12,40,28,0.51
Southwark,Private room,59.29,9,89,228,6.96
Hammersmith,Private room,71.99,10,173,89,0.96
Hackney,Entire home/apt,109.58,24,76,231,10.97
Lambeth,Entire home/apt,267.67,9,241,234,2.54
Camden,Entire home/apt,86.66,4,268,169,0.86
Southwark,Shared room,37.64,17,64,197,0.38
Southwark,Entire home/apt,146.7,5,81,318,6.95
Camden,Entire home/apt,214.84,29,46,356,1.76
Lambeth,Private room,73.53,19,233,59,3.96
Hammersmith,Private room,76.94,21,223,179,2.23
Southwark,Entire home/apt,95.96,5,96,280,0.47
Kensington and Chelsea,Entire home/apt,131.78,2,18,346,2.52
Southwark,Private room,56.1,19,157,303,2.79
Islington,Entire home/apt,280.04,1,6,135,5.39
Wandsworth,Private room,43.36,6,40,113,0.95
Tower Hamlets,Entire home/apt,28.05,5,115,149,2.6
Lambeth,Entire home/apt,107.45,13,115,66,0.9
Lambeth,Private room,53.78,17,190,96,2.03
Westminster,Private room,205.02,13,36,285,0.79
Southwark,Private room,67.56,6,289,207,1.49
Tower Hamlets,Private room,32.52,6,135,279,1.67
Westminster,Shared room,34.58,16,261,215,0.08
Southwark,Private room,165.77,15,221,225,0.85
Hackney,Private room,58.15,14,187,111,1.52
Lambeth,Entire home/apt,294.16,22,126,318,1.48
Camden,Entire home/apt,160.22,7,241,116,3.02
Westminster,Entire home/apt,209.66,14,133,113,3.76
Kensington and Chelsea,Private room,81.04,8,92,157,0.22
Westminster,Entire home/apt,947.11,16,72,58,1.1
Islington,Private room,163.03,8,105,97,3.64
Tower Hamlets,Entire home/apt,157.11,15,139,327,4.57
Hackney,Entire home/apt,237.62,29,257,189,3.58
Kensington and Chelsea,Private room,98.69,9,287,293,3.02
Islington,Private room,81.83,13,38,22,1.05
Westminster,Entire home/apt,84.97,26,190,289,0.94
Lambeth,Private room,88.89,26,12,79,1.07
Southwark,Entire home/apt,138.2,15,200,149,0.85
Kensington and Chelsea,Private room,41.91,12,217,136,3.11
Tower Hamlets,Entire home/apt,526.45,6,233,335,5.01
Hackney,Entire home/apt,265.98,4,252,238,0.37
Hammersmith,Private room,84.61,20,294,214,1.49
Hammersmith,Private room,106.12,14,198,170,0.1
Tower Hamlets,Shared room,21.07,2,178,274,1.0
Hackney,Private room,39.78,4,70,262,0.46
Kensington and Chelsea,Shared room,76.31,10,141,72,1.71
Southwark,Private room,41.56,11,299,194,6.79
Kensington and Chelsea,Entire home/apt,177.48,2,111,336,4.5
Camden,Private room,88.97,16,249,225,0.58
Southwark,Entire home/apt,160.05,20,152,233,0.23
Hackney,Shared room,44.34,7,134,109,3.22
Islington,Entire home/apt,108.87,6,176,360,1.8
Southwark,Private room,93.88,15,125,274,0.22
Kensington and Chelsea,Private room,93.09,9,157,55,1.5
Tower Hamlets,Private room,175.06,25,174,144,4.31
Lambeth,Private room,75.15,22,82,140,1.61
Camden,Entire home/apt,383.78,14,216,45,3.54
Camden,Entire home/apt,40.93,27,76,164,4.23
Kensington and Chelsea,Entire home/apt,328.33,13,137,336,0.18
Southwark,Entire home/apt,152.24,9,187,62,1.03
Islington,Private room,54.38,23,86,30,6.73
Lambeth,Private room,51.2,27,145,332,0.08
Islington,Private room,74.42,19,161,187,1.78
Islington,Private room,39.47,8,271,49,0.03
Tower Hamlets,Entire home/apt,102.42,20,153,311,1.33
Lambeth,Private room,35.32,5,176,353,1.46
Islington,Entire home/apt,388.85,11,194,186,1.66
Hackney,Entire home/apt,110.0,17,51,262,1.73
Camden,Private room,71.24,3,250,302,0.14
Wandsworth,Private room,89.22,18,40,21,1.4
Southwark,Entire home/apt,247.12,17,162,167,1.71
Southwark,Private room,146.07,18,226,235,5.14
Westminster,Entire home/apt,206.35,8,208,20,0.58
Islington,Private room,51.8,19,284,19,1.07
Hammersmith,Private room,97.62,9,142,281,4.41
Islington,Entire home/apt,88.27,3,179,126,0.66
Kensington and Chelsea,Entire home/apt,254.22,18,92,279,1.1
Lambeth,Entire home/apt,98.92,11,167,191,3.31
Westminster,Entire home/apt,266.77,7,113,284,0.79
Tower Hamlets,Entire home/apt,64.51,21,211,316,1.42
Kensington and Chelsea,Private room,83.61,23,77,323,0.62
Hammersmith,Entire home/apt,200.55,28,74,156,1.4
Camden,Private room,106.09,4,276,308,0.91
Tower Hamlets,Entire home/apt,167.08,15,63,111,0.85
Lambeth,Private room,65.46,5,185,166,0.72
Tower Hamlets,Entire home/apt,224.63,4,20,318,1.1
Lambeth,Private room,34.87,28,139,270,5.59
Kensington and Chelsea,Entire home/apt,522.21,5,261,214,3.97
Westminster,Entire home/apt,110.2,26,283,353,2.03
Southwark,Entire home/apt,161.15,25,238,189,0.6
Southwark,Entire home/apt,731.39,15,75,328,3.15
Southwark,Private room,97.58,8,224,130,1.73
Westminster,Entire home/apt,329.63,3,203,201,2.3
Kensington and Chelsea,Entire home/apt,456.84,22,15,12,5.07
Islington,Entire home/apt,213.87,25,32,114,0.38
Hackney,Entire home/apt,69.88,15,227,119,3.78
Westminster,Private room,131.07,15,55,97,2.97
Lambeth,Entire home/apt,88.62,1,238,41,2.12
Hammersmith,Entire home/apt,238.42,3,218,195,2.3
Westminster,Private room,109.66,8,160,232,1.07
Camden,Entire home/apt,241.65,25,65,256,2.17
Islington,Entire home/apt,106.5,4,242,251,0.18
Hackney,Entire home/apt,114.34,3,198,191,0.33
Hammersmith,Entire home/apt,232.63,19,87,196,0.55
Camden,Private room,112.39,9,195,283,0.51
Islington,Entire home/apt,292.05,7,35,33,0.84
Wandsworth,Entire home/apt,126.05,24,175,227,0.29
Camden,Private room,182.69,18,55,34,0.16
Hammersmith,Entire home/apt,167.07,12,132,63,3.71
Lambeth,Entire home/apt,524.43,7,34,25,3.34
Hammersmith,Private room,80.3,4,112,138,2.9
Camden,Entire home/apt,126.03,12,85,284,3.51
Southwark,Private room,77.76,13,9,357,0.24
Hammersmith,Private room,66.36,17,179,361,1.26
Islington,Private room,76.98,14,225,242,2.95
Lambeth,Entire home/apt,338.01,11,13,257,2.48
Westminster,Private room,113.58,17,11,165,0.12
Hammersmith,Entire home/apt,144.49,6,168,334,2.08
Hammersmith,Private room,27.97,17,224,182,0.6
Lambeth,Private room,55.37,8,76,335,1.36
Camden,Entire home/apt,129.15,19,49,280,3.08
Wandsworth,Shared room,56.16,4,55,38,0.73
Islington,Private room,70.78,5,238,214,0.16
Kensington and Chelsea,Entire home/apt,200.93,28,274,134,1.44
Wandsworth,Entire home/apt,221.1,3,276,123,0.67
Lambeth,Private room,94.42,25,88,157,1.66
Tower Hamlets,Private room,65.05,29,163,360,3.17
Southwark,Entire home/apt,144.42,25,75,220,5.44
Tower Hamlets,Private room,67.45,16,30,222,0.55
Hammersmith,Private room,64.14,12,61,200,9.85
Islington,Entire home/apt,55.58,11,52,275,1.25
Tower Hamlets,Shared room,54.28,3,41,332,1.72
Southwark,Private room,128.24,1,14,269,1.1
Southwark,Private room,62.58,26,239,106,0.63
Hackney,Entire home/apt,212.28,21,173,353,2.22
Camden,Private room,60.6,3,46,4,3.57
Tower Hamlets,Private room,61.69,25,269,341,2.68
Hackney,Entire home/apt,193.55,20,213,78,4.97
Camden,Entire home/apt,50.24,4,9,148,5.5
Westminster,Entire home/apt,189.4,29,128,317,1.31
Wandsworth,Shared room,50.5,4,64,201,0.79
Tower Hamlets,Private room,55.12,20,173,324,1.96
Wandsworth,Entire home/apt,54.3,26,47,207,10.04
Hackney,Entire home/apt,214.68,11,131,112,2.68
Wandsworth,Entire home/apt,193.4,7,112,35,0.92
Tower Hamlets,Private room,120.03,18,240,133,0.04
Lambeth,Entire home/apt,143.55,2,24,32,4.88
Lambeth,Entire home/apt,179.84,6,136,322,0.03
Kensington and Chelsea,Entire home/apt,273.89,6,162,141,8.95
Islington,Entire home/apt,138.13,10,146,65,1.2
Hammersmith,Entire home/apt,262.6,6,37,96,0.48
Islington,Entire home/apt,193.04,14,251,291,0.29
Westminster,Private room,98.58,9,103,28,1.28
Kensington and Chelsea,Private room,110.06,15,116,206,2.07
Westminster,Private room,142.09,4,74,232,2.46
Wandsworth,Private room,83.95,9,202,304,0.53
Lambeth,Entire home/apt,109.87,10,273,174,0.67
Hammersmith,Private room,119.19,13,154,182,0.25
Camden,Private room,113.59,26,127,165,0.74
Islington,Entire home/apt,109.85,10,20,78,0.73
Kensington and Chelsea,Entire home/apt,204.4,6,41,49,0.86
Lambeth,Private room,61.72,18,29,294,5.47
Camden,Entire home/apt,201.83,18,80,304,7.74
Islington,Entire home/apt,128.94,21,71,208,0.91
Hackney,Private room,71.46,20,47,126,0.83
Lambeth,Shared room,24.62,3,193,154,1.67
Hammersmith,Entire home/apt,103.17,7,273,327,0.04
Hammersmith,Private room,94.18,20,283,192,0.95
Islington,Private room,130.81,16,164,179,1.66
Hammersmith,Private room,45.01,10,225,306,2.66
Wandsworth,Entire home/apt,135.74,23,56,181,2.56
Hammersmith,Entire home/apt,128.17,28,119,241,0.84
Hackney,Entire home/apt,97.02,20,61,118,1.23
Southwark,Entire home/apt,325.2,17,56,66,5.58
Hammersmith,Entire home/apt,102.19,23,61,266,0.41
Kensington and Chelsea,Entire home/apt,344.66,23,152,238,2.58
Westminster,Entire home/apt,212.35,4,49,106,0.01
Kensington and Chelsea,Entire home/apt,186.72,18,109,144,0.28
Camden,Private room,151.44,15,198,363,3.11
Tower Hamlets,Entire home/apt,643.72,2,291,63,5.05
Kensington and Chelsea,Private room,56.37,14,211,27,2.19
Westminster,Private room,77.7,9,21,255,2.81
Kensington and Chelsea,Entire home/apt,492.0,15,201,64,2.98
Westminster,Private room,82.83,23,43,187,0.5
Southwark,Entire home/apt,176.88,10,259,194,0.78
Lambeth,Private room,86.12,15,36,2,0.44
Camden,Shared room,43.94,28,218,145,5.7
Lambeth,Entire home/apt,90.13,10,88,332,0.23
Tower Hamlets,Entire home/apt,99.31,10,43,250,0.14
Wandsworth,Entire home/apt,144.79,9,129,18,0.69
Wandsworth,Private room,49.66,19,137,274,1.8
Camden,Entire home/apt,248.97,24,94,172,2.28
Islington,Shared room,56.05,6,168,69,7.87
Hackney,Entire home/apt,295.12,7,201,201,1.14
Hammersmith,Entire home/apt,186.92,3,111,147,2.53
Hammersmith,Private room,116.48,28,55,300,1.12
Wandsworth,Entire home/apt,74.91,28,227,357,0.36
Westminster,Private room,100.74,28,187,17,1.07
Westminster,Shared room,65.58,19,52,280,0.05
Southwark,Private room,89.01,7,110,42,2.61
Wandsworth,Entire home/apt,72.02,3,277,55,0.95
Tower Hamlets,Private room,45.92,16,65,208,1.93
Hammersmith,Private room,56.79,17,8,100,3.35
Kensington and Chelsea,Private room,141.25,2,265,151,3.43
Hackney,Private room,179.53,3,247,40,1.91
Lambeth,Entire home/apt,93.63,3,289,75,2.12
Hammersmith,Entire home/apt,340.0,27,53,54,0.02
Southwark,Entire home/apt,169.71,2,119,224,5.58
Lambeth,Shared room,34.58,8,196,72,0.07
Tower Hamlets,Entire home/apt,90.51,8,115,60,2.12
Tower Hamlets,Entire home/apt,108.22,19,106,104,0.63
Tower Hamlets,Private room,121.12,15,231,281,0.41
Kensington and Chelsea,Entire home/apt,831.69,5,49,319,0.83
Hammersmith,Entire home/apt,139.11,15,103,14,1.28
Southwark,Private room,41.53,17,56,143,3.5
Wandsworth,Private room,58.18,19,104,187,0.62
Hackney,Private room,46.32,10,279,303,2.4
Lambeth,Entire home/apt,280.39,11,11,109,2.73
Tower Hamlets,Entire home/apt,187.23,23,200,130,4.97
Islington,Entire home/apt,195.36,16,28,49,0.24
Camden,Entire home/apt,405.16,28,136,326,3.11
Hammersmith,Entire home/apt,103.64,23,263,257,1.23
Tower Hamlets,Shared room,26.71,8,1,304,0.26
Westminster,Entire home/apt,326.73,22,261,61,2.41
Islington,Entire home/apt,139.72,18,110,79,2.51
Westminster,Private room,91.98,18,53,96,0.13
Hackney,Entire home/apt,315.45,28,53,86,0.17
Tower Hamlets,Entire home/apt,78.01,4,196,38,0.4
Tower Hamlets,Private room,55.76,8,36,66,1.67
Westminster,Entire home/apt,91.97,13,178,12,0.78
Kensington and Chelsea,Entire home/apt,867.82,1,193,102,0.58
Tower Hamlets,Entire home/apt,292.01,26,292,200,1.23
Hackney,Shared room,27.1,8,112,339,0.4
Camden,Private room,35.62,10,223,261,4.76
Lambeth,Entire home/apt,184.02,26,11,135,1.09
Tower Hamlets,Entire home/apt,423.31,9,220,339,0.07
Westminster,Entire home/apt,138.51,14,16,268,2.33
Westminster,Shared room,41.95,7,210,279,3.85
Southwark,Private room,60.62,28,255,72,0.3
Hammersmith,Entire home/apt,420.14,4,145,313,0.31
Westminster,Private room,74.46,18,3,118,2.82
Tower Hamlets,Entire home/apt,98.72,6,155,261,0.61
Islington,Entire home/apt,360.29,5,44,178,0.54
Lambeth,Private room,116.81,29,95,265,0.09
Wandsworth,Entire home/apt,144.44,10,66,144,1.04
Westminster,Shared room,52.8,21,104,225,4.2
Hackney,Entire home/apt,91.25,18,37,229,2.27
Southwark,Shared room,43.82,15,120,258,3.32
Lambeth,Entire home/apt,161.45,2,297,93,0.5
Southwark,Private room,87.63,1,257,346,1.83
Lambeth,Private room,139.0,5,164,115,0.14
Lambeth,Entire home/apt,152.45,6,292,176,6.28
Lambeth,Shared room,50.06,14,258,46,1.44
Hammersmith,Entire home/apt,123.98,23,2,128,2.53
Southwark,Private room,99.2,5,30,190,1.28
Lambeth,Entire home/apt,91.83,1,82,45,2.24
Islington,Shared room,45.36,29,104,336,1.95
Lambeth,Entire home/apt,70.48,26,103,311,0.02
Hackney,Entire home/apt,261.56,3,111,53,6.44
Islington,Entire home/apt,264.02,4,289,207,7.17
Camden,Private room,56.98,9,254,141,2.67
Islington,Private room,70.1,27,186,10,1.67
Tower Hamlets,Shared room,30.49,18,0,359,3.68
Hackney,Entire home/apt,271.52,28,24,346,1.14
Westminster,Entire home/apt,561.33,2,197,286,0.2
Lambeth,Entire home/apt,54.67,15,146,203,6.69
Camden,Private room,108.03,24,293,362,4.67
Tower Hamlets,Private room,29.51,10,186,132,9.36
Southwark,Entire home/apt,414.61,18,159,41,3.41
Kensington and Chelsea,Entire home/apt,227.41,26,219,154,7.8
Tower Hamlets,Entire home/apt,300.59,8,118,28,2.18
Kensington and Chelsea,Private room,241.05,10,50,291,1.64
Hackney,Entire home/apt,82.12,16,187,56,2.28
Lambeth,Private room,43.4,20,183,190,1.5
Tower Hamlets,Entire home/apt,94.12,23,150,112,4.76
Hammersmith,Entire home/apt,263.66,11,158,329,5.79
Hackney,Entire home/apt,157.26,26,293,153,3.08
Wandsworth,Entire home/apt,149.82,11,213,161,7.45
Hackney,Entire home/apt,172.33,15,42,50,0.12
Islington,Private room,91.47,25,67,351,0.35
Hammersmith,Entire home/apt,180.35,27,245,313,3.23
